name,lng,lat,type1,type2
停车场(纯阳街),114.29984100000,30.60638900000,交通设施,交通设施
楚天实业大厦停车场,114.29126900000,30.58762200000,交通设施,交通设施
黎黄陂路占道收费停车场,114.29454200000,30.58986100000,交通设施,交通设施
停车场(福忠里东),114.28616100000,30.58686000000,交通设施,交通设施
华清园停车场,114.29723000000,30.59867000000,交通设施,交通设施
停车场(江汉北路),114.27683300000,30.58966000000,交通设施,交通设施
锦江苑停车场,114.29909500000,30.60206700000,交通设施,交通设施
停车场(四唯小路),114.30045200000,30.60178800000,交通设施,交通设施
三阳广场停车场,114.29524600000,30.60181300000,交通设施,交通设施
停车场(解放公园路),114.29346200000,30.60669900000,交通设施,交通设施
停车场(鑫成俊杰东),114.28420800000,30.58788400000,交通设施,交通设施
港台公寓停车场,114.28398100000,30.59659600000,交通设施,交通设施
长青停车场,114.29129600000,30.59339100000,交通设施,交通设施
时代广场停车场,114.29592800000,30.58846900000,交通设施,交通设施
武汉市江汉区地方税务局停车场,114.27978100000,30.60639400000,交通设施,交通设施
俊华大厦停车场,114.28254700000,30.58580100000,交通设施,交通设施
大智嘉园2区停车场,114.28622300000,30.58882600000,交通设施,交通设施
停车场(大卫办公公寓西北),114.29216600000,30.59174600000,交通设施,交通设施
汉口江滩轮渡旅游粤汉码头,114.30112800000,30.59178500000,交通设施,交通设施
停车场(武汉市人大常委会西北),114.30189200000,30.60021000000,交通设施,交通设施
宝岛公园停车场,114.27739500000,30.60247500000,交通设施,交通设施
停车场(德润大厦德润楼东),114.28622400000,30.58885100000,交通设施,交通设施
停车场(武汉剧院村东北),114.28322500000,30.59148400000,交通设施,交通设施
武汉市妇女儿童医疗保健中心第6停车场,114.28224500000,30.60667300000,交通设施,交通设施
中奇香港花园停车场,114.28162600000,30.60445000000,交通设施,交通设施
高雄大酒店停车场,114.27724600000,30.60655900000,交通设施,交通设施
武汉马哥孛罗酒店停车场,114.29616700000,30.58734400000,交通设施,交通设施
武汉香格里拉大酒店停车场,114.27759600000,30.60493700000,交通设施,交通设施
芯工场·武汉青年众创空间光谷创业咖啡停车场,114.28029300000,30.59204500000,交通设施,交通设施
武汉古玩城停车场,114.28532100000,30.58827700000,交通设施,交通设施
武汉古玩城停车场,114.28566900000,30.58876000000,交通设施,交通设施
世纪皇冠停车场,114.28760200000,30.59604100000,交通设施,交通设施
金皇冠停车场,114.29746700000,30.58987000000,交通设施,交通设施
武汉公共自行车江汉路轻轨站,114.28135200000,30.58800700000,交通设施,交通设施
贵丽风尚酒店停车场,114.28208700000,30.59379900000,交通设施,交通设施
粤汉游船码头,114.30123800000,30.59177400000,交通设施,交通设施
江城明珠豪生大酒店停车场,114.29883700000,30.59290100000,交通设施,交通设施
德庄火锅停车场,114.30107100000,30.59679200000,交通设施,交通设施
华美国际停车场,114.28294600000,30.60336000000,交通设施,交通设施
大智嘉园停车场,114.28682800000,30.59223500000,交通设施,交通设施
武汉美联假日酒店市中心店停车场,114.27659300000,30.58666700000,交通设施,交通设施
简朴世家停车场,114.30065900000,30.59869000000,交通设施,交通设施
山海关路-路侧停车位,114.30229800000,30.60598900000,交通设施,交通设施
停车场(一元街社区卫生服务中心南),114.29642400000,30.59728900000,交通设施,交通设施
六合新界停车场,114.30250100000,30.60349300000,交通设施,交通设施
停车场(建设街),114.29597000000,30.59819000000,交通设施,交通设施
红光小区地上停车场,114.29501400000,30.58574300000,交通设施,交通设施
鄱阳街停车场,114.29194200000,30.58656100000,交通设施,交通设施
荔晶酒店停车场,114.29676800000,30.60295500000,交通设施,交通设施
武汉市卫生局停车场,114.28552900000,30.59098000000,交通设施,交通设施
武汉剧院停车场,114.28174300000,30.58997800000,交通设施,交通设施
浚安大厦停车场,114.29817100000,30.60548800000,交通设施,交通设施
开源·阳光城停车场,114.28443900000,30.59939400000,交通设施,交通设施
汉口江滩2期停车场,114.30288400000,30.59849400000,交通设施,交通设施
融科·天城2期停车场,114.29069100000,30.59963000000,交通设施,交通设施
兆瑞国际大酒店停车场,114.27919400000,30.60547900000,交通设施,交通设施
长盛自动立体车库,114.28399400000,30.58591900000,交通设施,交通设施
武汉市公共自行车循礼门二站,114.27681800000,30.58737100000,交通设施,交通设施
中城国际停车场,114.29275100000,30.59734300000,交通设施,交通设施
融科·天城2期停车场,114.29071700000,30.59846400000,交通设施,交通设施
十八号足疗屋停车场,114.28133300000,30.59777300000,交通设施,交通设施
停车场(吉庆街),114.28777400000,30.58785900000,交通设施,交通设施
美庐时尚餐厅停车场,114.28488100000,30.58718400000,交通设施,交通设施
金茂大楼停车场,114.27704400000,30.59006200000,交通设施,交通设施
停车场(长青广场商务中心A座北),114.29325300000,30.59408400000,交通设施,交通设施
华清园停车场,114.29532500000,30.59897100000,交通设施,交通设施
亚洲证券大厦停车场,114.28851300000,30.58889600000,交通设施,交通设施
光荣坊停车场,114.28217300000,30.59225500000,交通设施,交通设施
兆瑞国际大酒店停车场,114.27936400000,30.60538100000,交通设施,交通设施
大润发江汉店停车场,114.28003900000,30.58680600000,交通设施,交通设施
停车场(湖北省武汉税收博物馆东),114.27971800000,30.60697400000,交通设施,交通设施
穗丰电子大厦停车场,114.28280900000,30.58761400000,交通设施,交通设施
谢先生餐厅外滩店停车场,114.29862600000,30.60142700000,交通设施,交通设施
中国银行(武汉宝丰支行)停车场,114.28393600000,30.59044700000,交通设施,交通设施
停车场(昌年里东南),114.29679000000,30.59561700000,交通设施,交通设施
华通大厦停车场,114.29071300000,30.60790500000,交通设施,交通设施
台北路停车场,114.27840900000,30.59612100000,交通设施,交通设施
四唯街袁家社区停车场,114.29918400000,30.60715900000,交通设施,交通设施
通缘宾馆停车场,114.29323000000,30.60622100000,交通设施,交通设施
武汉建筑设计院科技大楼停车场,114.29941300000,30.60187300000,交通设施,交通设施
武汉市总工会停车场,114.28037000000,30.59029000000,交通设施,交通设施
武汉市民族宗教事务委员会停车场,114.28649900000,30.58740100000,交通设施,交通设施
华清园停车场,114.29674700000,30.59808300000,交通设施,交通设施
停车场(酒逑汇时尚台球馆东北),114.28813500000,30.59377200000,交通设施,交通设施
舞秀娱乐CLUB停车场,114.27968700000,30.58654500000,交通设施,交通设施
停车场(新华派出所西北),114.27768100000,30.58717300000,交通设施,交通设施
停车场(三元里东南),114.30151200000,30.60633400000,交通设施,交通设施
停车场(武汉市群众艺术馆东南),114.29341800000,30.58699300000,交通设施,交通设施
停车场(金源世界中心东),114.29481800000,30.59345800000,交通设施,交通设施
小妹酒楼停车场,114.28235700000,30.60416400000,交通设施,交通设施
停车场,114.29095200000,30.58896200000,交通设施,交通设施
汉口银行江岸支行停车场,114.29755300000,30.60058400000,交通设施,交通设施
新长江国际大厦A座停车场,114.29511700000,30.60323100000,交通设施,交通设施
新长江国际大厦停车场,114.29635900000,30.60266500000,交通设施,交通设施
武汉市民政局停车场,114.28084200000,30.60197600000,交通设施,交通设施
武汉房地产市场停车场,114.27862800000,30.60565200000,交通设施,交通设施
新源公寓停车场,114.29401100000,30.59022200000,交通设施,交通设施
汉工场创意中心停车场,114.29007700000,30.58659700000,交通设施,交通设施
武汉市江岸区人民政府停车场,114.30309300000,30.60307000000,交通设施,交通设施
京汉大道公安路(公交站),114.29431300000,30.59922100000,交通设施,交通设施
澳门路苗栗路(公交站),114.28946700000,30.60427500000,交通设施,交通设施
澳门路湖边坊(公交站),114.28654800000,30.60633600000,交通设施,交通设施
澳门路开明路(公交站),114.28325500000,30.60775400000,交通设施,交通设施
澳门路惠济路(公交站),114.28125800000,30.60785000000,交通设施,交通设施
停车场(金宝大厦南),114.28531900000,30.58606600000,交通设施,交通设施
台北路台北一路(公交站),114.27956600000,30.59546500000,交通设施,交通设施
江汉北路渣家路(公交站),114.27612900000,30.59036500000,交通设施,交通设施
台北路鲩子湖(公交站),114.27652400000,30.59812500000,交通设施,交通设施
台北路解放大道口(公交站),114.28231900000,30.59327800000,交通设施,交通设施
武汉公共自行车加勒比海站,114.29831100000,30.60455800000,交通设施,交通设施
洞庭街蔡锷路(公交站),114.29756000000,30.59245900000,交通设施,交通设施
江汉路地铁循礼门站(公交站),114.28016900000,30.58791000000,交通设施,交通设施
万科·香港路8号停车场,114.28723000000,30.59779400000,交通设施,交通设施
中南剧场停车场,114.29280500000,30.59883700000,交通设施,交通设施
停车场(东方大厦西北),114.29055000000,30.59411300000,交通设施,交通设施
停车场(武汉市儿童医院西北),114.28107800000,30.60661800000,交通设施,交通设施
洞庭小路-室内停车场,114.29696300000,30.59046900000,交通设施,交通设施
球场路六医院(公交站),114.28639400000,30.60316600000,交通设施,交通设施
艺苑社区居委会停车场,114.29667700000,30.60776700000,交通设施,交通设施
解放大道球场街(公交站),114.29033600000,30.59961500000,交通设施,交通设施
球场路儿童医院(公交站),114.28311800000,30.60748800000,交通设施,交通设施
武汉图书馆停车场,114.27685100000,30.60586300000,交通设施,交通设施
香港路综合大楼停车场,114.28342700000,30.60362900000,交通设施,交通设施
停车场(澳门路),114.28891000000,30.60472500000,交通设施,交通设施
武汉图书馆地面停车场,114.27686400000,30.60522000000,交通设施,交通设施
香江宾馆停车场,114.28150700000,30.60469100000,交通设施,交通设施
停车场,114.27912500000,30.58776800000,交通设施,交通设施
停车场(新香港大厦东南),114.28473200000,30.59889500000,交通设施,交通设施
融兴大厦停车场,114.28830600000,30.59003800000,交通设施,交通设施
西马名仕停车场,114.28447600000,30.59620700000,交通设施,交通设施
停车场,114.29610200000,30.59326700000,交通设施,交通设施
东方大厦停车场,114.29069300000,30.59377300000,交通设施,交通设施
南国中心停车场,114.27707300000,30.58747400000,交通设施,交通设施
汉口江滩停车场,114.29931100000,30.59245800000,交通设施,交通设施
胜利街车站路(公交站),114.29502600000,30.59223200000,交通设施,交通设施
车站路粤汉码头(公交站),114.29752200000,30.59150900000,交通设施,交通设施
伊美尚(武汉)医疗美容医院停车场,114.29473900000,30.59377500000,交通设施,交通设施
循礼门饭店停车场,114.27845700000,30.58799500000,交通设施,交通设施
武汉公共自行车前进五路二站,114.27987800000,30.58625100000,交通设施,交通设施
香港路儿童医院(公交站),114.28179100000,30.60508800000,交通设施,交通设施
光华路湖边坊(公交站),114.28533200000,30.60636900000,交通设施,交通设施
京汉大道南京路(公交站),114.28325600000,30.58932700000,交通设施,交通设施
苗栗路香港路口(公交站),114.28596900000,30.59976600000,交通设施,交通设施
黄石路(公交站),114.28364500000,30.59100700000,交通设施,交通设施
京汉大道三阳路(公交站),114.29623400000,30.60182200000,交通设施,交通设施
京汉大道新兴街(公交站),114.30032500000,30.60768200000,交通设施,交通设施
江汉二路南京路(公交站),114.28518200000,30.58579100000,交通设施,交通设施
台东路熊家台(公交站),114.28278300000,30.59597800000,交通设施,交通设施
西马路亚单角(公交站),114.28455900000,30.59784200000,交通设施,交通设施
京汉大道大智路(公交站),114.28978700000,30.59505600000,交通设施,交通设施
苗栗路高雄路口(公交站),114.28290500000,30.59783900000,交通设施,交通设施
铭新街南京路(公交站),114.28449100000,30.58794200000,交通设施,交通设施
洞庭街洞庭小路(公交站),114.29619700000,30.59060000000,交通设施,交通设施
鄱阳街兰陵路(公交站),114.29421100000,30.58871100000,交通设施,交通设施
香港路(地铁站),114.27934600000,30.60767100000,交通设施,交通设施
苗栗路(地铁站),114.28452500000,30.60123500000,交通设施,交通设施
循礼门(地铁站),114.28057000000,30.58767600000,交通设施,交通设施
三阳路(地铁站),114.29590800000,30.60113200000,交通设施,交通设施
大智路(地铁站),114.28953500000,30.59493300000,交通设施,交通设施
中山大道大智路(公交站),114.29075500000,30.58992700000,交通设施,交通设施
解放公园路解放大道口(公交站),114.29415300000,30.60657300000,交通设施,交通设施
中山大道三阳路(公交站),114.29715700000,30.59879600000,交通设施,交通设施
中山大道黄兴路(公交站),114.29287400000,30.59304600000,交通设施,交通设施
胜利街一元路(公交站),114.29725500000,30.59493200000,交通设施,交通设施
解放大道劳动街(公交站),114.29545600000,30.60393800000,交通设施,交通设施
解放大道西马路(公交站),114.28458300000,30.59387400000,交通设施,交通设施
解放大道循礼门(公交站),114.28215400000,30.59121400000,交通设施,交通设施
建设大道市图书馆(公交站),114.27735500000,30.60566900000,交通设施,交通设施
沿江大道兰陵路(公交站),114.29597500000,30.58596800000,交通设施,交通设施
沿江大道粤汉码头(公交站),114.29936600000,30.59310000000,交通设施,交通设施
胜利街六合路(公交站),114.30235900000,30.60302200000,交通设施,交通设施
胜利街三阳路(公交站),114.30081300000,30.60033100000,交通设施,交通设施
京汉大道黄石路(公交站),114.28512300000,30.59093100000,交通设施,交通设施
沿江大道三阳路(公交站),114.30264100000,30.59909200000,交通设施,交通设施
君安大厦停车场,114.29415000000,30.58643600000,交通设施,交通设施
停车场,114.29155100000,30.59917200000,交通设施,交通设施
停车场(融科天城创意工坊C座西),114.29302300000,30.60020000000,交通设施,交通设施
世纪花宾馆-沿街停车场,114.28320600000,30.58720600000,交通设施,交通设施
停车场(光华小区东),114.28707900000,30.60576600000,交通设施,交通设施
停车场(幸源雅城北),114.28477600000,30.59870400000,交通设施,交通设施
万家都市宾馆停车场,114.27703800000,30.59044600000,交通设施,交通设施
襄河码头,114.29987700000,30.59299300000,交通设施,交通设施
停车场(蔡锷路),114.29600900000,30.59417600000,交通设施,交通设施
汉口江滩-停车场,114.30007100000,30.59329300000,交通设施,交通设施
E品·停车场,114.29270500000,30.59520800000,交通设施,交通设施
武汉市园林建筑规划设计院停车场,114.29852500000,30.59276800000,交通设施,交通设施
停车场(新兴街),114.29965900000,30.60744200000,交通设施,交通设施
停车场(球场路邮政所西南),114.28674600000,30.60272100000,交通设施,交通设施
盈安大厦停车场,114.28753100000,30.59323600000,交通设施,交通设施
武汉市妇女儿童医疗保健中心停车场,114.28211900000,30.60730700000,交通设施,交通设施
俊华雅苑停车场,114.29844900000,30.60761000000,交通设施,交通设施
停车场,114.29105100000,30.58622000000,交通设施,交通设施
君悦尚品停车场,114.28671700000,30.59860600000,交通设施,交通设施
君悦尚品停车场,114.28672200000,30.59858000000,交通设施,交通设施
停车场(鄂储居民小区西北),114.28471200000,30.58594200000,交通设施,交通设施
蔡锷路-占道收费停车场,114.29737600000,30.59335700000,交通设施,交通设施
武汉市儿童医院停车场,114.28285400000,30.60667800000,交通设施,交通设施
武汉市儿童医院停车场(装修中),114.28224900000,30.60657000000,交通设施,交通设施
车站路-占道收费停车场,114.29622500000,30.59196400000,交通设施,交通设施
武汉市财政局沿街停车场,114.28532300000,30.59522100000,交通设施,交通设施
扶轮大厦停车场,114.29579200000,30.59234300000,交通设施,交通设施
金路易大厦-沿街停车场,114.28645700000,30.58581200000,交通设施,交通设施
红鼎豆捞(光华路店)沿街停车场,114.28344200000,30.60469300000,交通设施,交通设施
北京路中山大道(公交站),114.29037500000,30.58724100000,交通设施,交通设施
大智嘉园I区停车场,114.28752900000,30.59288000000,交通设施,交通设施
大智嘉园I区停车场,114.28882400000,30.59313400000,交通设施,交通设施
停车场(高雄小区西),114.28124700000,30.59913500000,交通设施,交通设施
停车场(香港路),114.28165600000,30.60511000000,交通设施,交通设施
地上停车场,114.28536600000,30.59896200000,交通设施,交通设施
汉工场创意中心停车场,114.29013300000,30.58684200000,交通设施,交通设施
船舶国际广场停车场,114.28138800000,30.58836700000,交通设施,交通设施
长青广场C座停车场,114.29203200000,30.59296200000,交通设施,交通设施
停车场(苗栗路),114.28331400000,30.59779800000,交通设施,交通设施
停车场(西马路),114.28384500000,30.59748400000,交通设施,交通设施
新长江国际广场停车场,114.29557800000,30.60222700000,交通设施,交通设施
兰陵路占道收费停车场,114.29365700000,30.58870300000,交通设施,交通设施
停车场(武汉市人民政府西),114.29807500000,30.59571300000,交通设施,交通设施
铭新街停车场,114.28784300000,30.59069000000,交通设施,交通设施
世纪大厦停车场,114.28246500000,30.58776200000,交通设施,交通设施
停车场(幸源雅城南),114.28467600000,30.59830600000,交通设施,交通设施
停车场(一元路),114.29891500000,30.59490600000,交通设施,交通设施
联合村停车场,114.28491000000,30.59636400000,交通设施,交通设施
停车场(开明路17-23号院西),114.28337300000,30.60783600000,交通设施,交通设施
停车场(五福社区福惠大院西),114.29966600000,30.60252100000,交通设施,交通设施
中城国际停车场,114.29380600000,30.59769900000,交通设施,交通设施
停车场(江岸区人大常委会西),114.30317700000,30.60326200000,交通设施,交通设施
停车场(艺苑社区西北),114.29711800000,30.60730800000,交通设施,交通设施
7天酒店停车场,114.28402000000,30.60778400000,交通设施,交通设施
幸源·雅城停车场,114.28425800000,30.59823600000,交通设施,交通设施
武汉市财政局停车场,114.28537700000,30.59561900000,交通设施,交通设施
停车场(邮局小区东南),114.30310200000,30.60710800000,交通设施,交通设施
湖北省商务厅3号门停车场,114.27766000000,30.59032800000,交通设施,交通设施
停车场(长青广场西南),114.29138400000,30.59389000000,交通设施,交通设施
停车场(解放大道),114.28538200000,30.59446900000,交通设施,交通设施
停车场(解放大道),114.28464600000,30.59366900000,交通设施,交通设施
停车场,114.28397500000,30.59162200000,交通设施,交通设施
停车场(云宏大厦东),114.29361300000,30.60105300000,交通设施,交通设施
停车场(劳动街),114.29399900000,30.60433500000,交通设施,交通设施
停车场(五福小路),114.30127100000,30.60338600000,交通设施,交通设施
财富大厦停车场,114.28638600000,30.59522100000,交通设施,交通设施
停车场(三星阳景园东北),114.29156400000,30.60101000000,交通设施,交通设施
长青停车场,114.29300400000,30.59435200000,交通设施,交通设施
绎君医疗美容停车场,114.28725300000,30.59644100000,交通设施,交通设施
停车场(鄱阳街),114.29320900000,30.58806100000,交通设施,交通设施
吉庆民俗街1栋停车场,114.28896000000,30.58930100000,交通设施,交通设施
保华街南京路(公交站),114.28722800000,30.58582400000,交通设施,交通设施
铭新街停车场,114.28703500000,30.59043900000,交通设施,交通设施
京汉大道交易街(公交站),114.28692900000,30.59264500000,交通设施,交通设施
停车场(洞庭街),114.29414100000,30.58828200000,交通设施,交通设施
停车场(友益街),114.29445600000,30.59525300000,交通设施,交通设施
停车场(大智街道政务服务中心东),114.28634100000,30.58985400000,交通设施,交通设施
停车场(吉庆街),114.28468700000,30.58724100000,交通设施,交通设施
交易停车场,114.28823700000,30.59176600000,交通设施,交通设施
停车场(坤厚里东),114.29798300000,30.59575600000,交通设施,交通设施
停车场(公安横街),114.29290600000,30.59722600000,交通设施,交通设施
7天酒店(铭新街店)停车场,114.28679200000,30.59005400000,交通设施,交通设施
停车场(车站街尚德社区西),114.29008400000,30.59358000000,交通设施,交通设施
停车场(西马街金门社区西北),114.28729800000,30.60160900000,交通设施,交通设施
停车场(铭新街),114.28672200000,30.58996400000,交通设施,交通设施
路边停车场,114.28626400000,30.59800500000,交通设施,交通设施
停车场(泰宁街),114.28311500000,30.58769900000,交通设施,交通设施
停车场(胜利街),114.29136300000,30.58744600000,交通设施,交通设施
武汉市土地交易中心停车场,114.29641100000,30.60046500000,交通设施,交通设施
停车场(万科·香港路8号东南),114.28675000000,30.59798500000,交通设施,交通设施
融科天城停车场,114.29285500000,30.59830500000,交通设施,交通设施
融科·天城4期停车场,114.29491700000,30.60044300000,交通设施,交通设施
胜利街地上停车场,114.29086300000,30.58755300000,交通设施,交通设施
停车场,114.29638400000,30.58573200000,交通设施,交通设施
停车场,114.30031700000,30.59329400000,交通设施,交通设施
停车场(大智路),114.28897100000,30.58990500000,交通设施,交通设施
停车场,114.28397400000,30.59293100000,交通设施,交通设施
未来家园停车场,114.30017800000,30.60663200000,交通设施,交通设施
停车场(金源世界中心B座西北),114.29404300000,30.59337200000,交通设施,交通设施
停车场(鼎新里西),114.28392200000,30.58649400000,交通设施,交通设施
停车场(胜利街),114.30150600000,30.60160100000,交通设施,交通设施
香格里拉停车场,114.27817000000,30.60506200000,交通设施,交通设施
停车场(澳门路),114.28361400000,30.60819200000,交通设施,交通设施
中城国际停车场,114.29571400000,30.59702000000,交通设施,交通设施
停车场(永庆里西),114.29480400000,30.59560500000,交通设施,交通设施
德润大厦停车场,114.28525300000,30.58861400000,交通设施,交通设施
金地·京汉1903停车场,114.28610100000,30.59425100000,交通设施,交通设施
停车场(延庆里东),114.29972300000,30.59864900000,交通设施,交通设施
建投大厦停车场,114.28202600000,30.59746300000,交通设施,交通设施
匠心城T.9艺术商业中心停车场,114.29136600000,30.59633100000,交通设施,交通设施
路边停车场(武汉市城市管理委员会东南),114.30148700000,30.60058500000,交通设施,交通设施
新长江国际大厦停车场,114.29517900000,30.60296800000,交通设施,交通设施
地上停车场,114.30158900000,30.59638700000,交通设施,交通设施
停车场(盛合嘉园北),114.30117100000,30.60497900000,交通设施,交通设施
停车场(陈怀民路),114.30283100000,30.60492100000,交通设施,交通设施
停车场(惠济路),114.27964200000,30.60447300000,交通设施,交通设施
停车场(武汉市水务局西南),114.30175500000,30.59791700000,交通设施,交通设施
物产大厦停车场,114.27619100000,30.60389600000,交通设施,交通设施
7天酒店停车场,114.28299500000,30.60790600000,交通设施,交通设施
停车场(纯阳街),114.30172900000,30.60581200000,交通设施,交通设施
湖北储备物资管理局地上停车场,114.29620200000,30.58672200000,交通设施,交通设施
停车场,114.29234300000,30.58923600000,交通设施,交通设施
停车场(保成社区西北),114.28446100000,30.58593100000,交通设施,交通设施
停车场(南京路),114.28343400000,30.58822600000,交通设施,交通设施
停车场(车站路),114.29312600000,30.59422700000,交通设施,交通设施
武汉市儿童医院-南停车场,114.28352000000,30.60466000000,交通设施,交通设施
